ID,No. de caja,Secuencia de expedientes,No. de expediente,Contenido,Fecha,No. de Ley/Resolución/Decreto,Observaciones,Tipo de Iniciativa,Resolución / contrato
3297,Pendiente,4478-4506,4484,Proyecto de ley sobre registro sobre personas que puedan ser candidatos a la Presidencia de la República.,17/02/1947,Ley #1366,,Proyecto de Ley,
3298,Pendiente,4478-4506,4485,"Resolución aprobada del contrato de venta suscrita entre el Estado dominicano y Virgilio Álvarez Pina, en virtud de cual el primero vende al segundo en el precio de $2,000.00 una extensión del terreno cuya ubicación y superficie se indican pormenorizadamente en el texto del contrato.",18/02/1947,Resolución #1367,,Resolución,
3299,Pendiente,4478-4506,4486,"Resolución aprobada del nombramiento diplomático expedido por el Poder Ejecutivo a favor de José María Nouel Simpson, como ministro consejero de la embajada de la República en los Estado Unidos de América.",24/02/1947,Resolución #1361,,Resolución,
3300,Pendiente,4478-4506,4487,Proyecto de ley por cuyo medio se modifican los artículos 1 y 2 de la Ley Orgánica de los Tribunales Disciplinarios de la Policía Nacional.,29/01/1947,Ley # 1360,,Proyecto de Ley,
3301,Pendiente,4478-4506,4488,"Proyecto de ley por cuyo medio se autoriza la transferencia de la suma de $49,983.35 del Capítulo XII a los Capítulos VI, VII-2 y XII de la vigente Ley de Gastos Públicos.",25/02/1947,Ley #1363,,Proyecto de Ley,
3302,Pendiente,4478-4506,4489,"Proyecto de ley por cuyo medio se autoriza la transferencia de la suma de $8,900.00 a favor del Capítulo VI de la vigente Ley de Gastos Públicos.",25/02/1947,Ley #1364,,Proyecto de Ley,
3303,Pendiente,4478-4506,4490,"Proyecto de ley por cuyo medio se modifica el artículo 4 de la Ley #1270, del 1ro de noviembre de 1946.",25/02/1947,Ley #1362,,Proyecto de Ley,
3304,Pendiente,4478-4506,4491,"Proyecto de ley por cuyo medio se autoriza la transferencia de la suma de $17,290.38 dentro de los Capítulos III, IX, X, y XI de la vigente Ley de Gastos Públicos. ",25/02/1947,Ley #1365,,Proyecto de Ley,
3305,Pendiente,4478-4506,4492,Instalación de las cámaras legislativas en su 19ª Legislatura Ordinaria del 5to período legislativo 1942-1947.,-,-,No contiene fecha ni contiene número de proyecto de ley.,Sesión constitucional,
3306,Pendiente,4478-4506,4493,Proyecto de ley sobre Registro y Protección de la Propiedad Intelectual.,26/01/1947,Ley #1381,,Proyecto de Ley,
3307,Pendiente,4478-4506,4494,Proyecto de ley que intercala un nuevo artículo 4 bis en la Ley #1203 sobre establecimientos con juegos de invite o azar.,26/02/1947,Ley #1371,,Proyecto de Ley,
3308,Pendiente,4478-4506,4495,"Proyecto de ley por cuyo medio se aprueba una ordenanza del ayuntamiento de la común de Peña, que da el nombre de Rafael Tomás Hernández a una de las calles de esa población.",26/02/1947,Ley #1372,,Proyecto de Ley,
3309,Pendiente,4478-4506,4496,"Proyecto de ley por cuyo medio se modifican la primera parte de la sección IV, patentes sobre existencias, de la Ley #1309, del 16 de diciembre de 1946.",01/03/1947,Ley #1378,,Proyecto de Ley,
3310,Pendiente,4478-4506,4497,"Resolución aprobada del nombramiento diplomático expedido por el Poder Ejecutivo a favor de José B. Peynado Soler, como ministro consejero de embajada. ",03/03/1947,Resolución #1368,,Resolución,
3311,Pendiente,4478-4506,4498,Proyecto de ley por virtud del cual se establece un impuesto especial de $3.10 sobre cada 135 libras de arroz en cáscaras que se exporte de la República.,05/03/1947,Ley #1373,,Proyecto de Ley,
3312,Pendiente,4478-4506,4499,Proyecto de ley sobre Seguros Sociales.,13/01/1947,Ley #1376,,Proyecto de Ley,
3313,Pendiente,4478-4506,4500,"Resolución aprobada del nombramiento diplomático expedido por el Poder Ejecutivo a favor del doctor Rafael Espaillat, como consejero de embajadas y legaciones.",07/03/1947,Ley #1375,,Resolución,
3314,Pendiente,4478-4506,4501,"Resolución aprobada del nombramiento diplomático expedido por el Poder Ejecutivo a favor de Max Henríquez Ureña, delegado permanente de la República Dominicana ante las Naciones Unidas.",07/03/1947,Resolución #1374,,Resolución,
3315,Pendiente,4478-4506,4502,"Proyecto de ley mediante el cual se modifican los artículos 76 y 292 del Código Penal, el primero relativo a los crímenes contra la seguridad exterior del Estado y el segundo referente a las sociedades o reuniones ilícitas. ",07/03/1947,Ley #1384,,Proyecto de Ley,
3316,Pendiente,4478-4506,4503,"Proyecto de ley mediante el cual se agrega un párrafo al artículo 16 de la Ley sobre Urbanización, Ornato Público y Construcciones.",10/03/1947,Ley #1380,,Proyecto de Ley,
3317,Pendiente,4478-4506,4504,"Resolución aprobada del contrato de permuta suscrita entre el Estado dominicano y Manuel de Jesús Pellerano Castro, el 17 de febrero del corriente año.",06/03/1947,Resolución #1382,,Resolución,
3318,Pendiente,4478-4506,4505,"Proyecto de ley por medio del cual se aumenta en la suma de $100,000.00 la estimación de ingresos que surgió de base para la formulación de la Ley de Gastos Públicos para el presente año 1947.",11/03/1947,Ley #1379,,Proyecto de Ley,
3319,Pendiente,4478-4506,4506,Proyecto de ley sobre propiedad de parcelas en colonias agrícolas establecidas en terrenos del Estado.,12/03/1947,Ley #1377,,Proyecto de Ley,
3320,Pendiente,4507-4539,4507,"Resolución aprobada de los nombramientos diplomáticos expedidos por el Poder Ejecutivo a favor de Emilio Zeller, como primer secretario de la legación de la República en la Gran Bretaña, y Miguel R. de Moya Alonso, como primer secretario de la legación de la República en la República de Nicaragua. ",17/03/1947,Resolución #1386,,Resolución,
3321,Pendiente,4507-4539,4508,"Resolución aprobada del acuerdo relativo a la emisión de un documento de viaje para refugiados y su anexo, aprobado en Londres en fecha 15 de octubre de 1946. ",17/03/1947,Resolución #1394,,Resolución,
3322,Pendiente,4507-4539,4509,"Proyecto de ley por virtud del cual se pone a cargo de la Junta de Administración del Hotel Jaragua la dirección y administración del Hotel San Cristóbal, perteneciente al Estado en Ciudad Trujillo del mismo nombre. ",18/03/1947,Ley #1392,,Proyecto de Ley,
3323,Pendiente,4507-4539,4510,"Resolución aprobada del contrato suscrito entre el Estado dominicano y Lock Joint Pipe Company, para la construcción a cargo de dicha compañía de una tubería matriz de tubos de doce pulgadas de ancho, entre Reservoir de la Ciudad de San Cristóbal y la antigua tubería matriz del acueducto de Ciudad Trujillo.  ",20/03/1947,Resolución #1393,,Resolución,
3324,Pendiente,4507-4539,4511,Proyecto de ley mediante el cual se agrega un tercer párrafo al artículo 3 de la Ley de Carreteras y Tránsito por las Mismas.,25/03/1947,Ley #1391,,Proyecto de Ley,
3325,Pendiente,4507-4539,4512,"Proyecto de ley por medio del cual se modifica el artículo 3 de la Ley de Aduanas y Puertos, últimamente reformada por la Ley #1031, del 3 de noviembre de 1945.",25/03/1947,Ley #1385,,Proyecto de Ley,
3326,Pendiente,4507-4539,4513,"Proyecto de ley mediante el cual se destina la cantidad de $10,000.00 para aumentar la apropiación del Capítulo VI de la Ley de Gastos Públicos para el presente año 1947.",25/03/1947,Ley #1383,,Proyecto de Ley,
3327,Pendiente,4507-4539,4514,"Proyecto de ley mediante el cual se transfiere la suma de $5,289.65 a favor de los Capítulos VI, XII, XIII y XIII-I de la vigente Ley de Gastos Públicos.",25/03/1947,Ley #1390,,Proyecto de Ley,
3328,Pendiente,4507-4539,4515,"Proyecto de ley por medio el cual se autoriza la transferencia de la suma de $3,000.00 a favor del Capítulo XII de la vigente ley de Gastos Públicos.",25/03/1947,Ley #1389,,Proyecto de Ley,
3329,Pendiente,4507-4539,4516,Proyecto de ley que permite someter a la acción de la justicia a los culpables de noticias falsas y actos tendenciosos contra la República y sus instituciones. ,26/03/1947,Ley #1387,,Proyecto de Ley,
3330,Pendiente,4507-4539,4517,"Proyecto de ley mediante el cual se modifican los artículos 95 y 307 de la Ley de Vías de Comunicaciones #1474, del 22 de febrero de 1938.",27/03/1947,Ley #1388,,Proyecto de Ley,
3331,Pendiente,4507-4539,4518,Proyecto de ley por virtud del cual se liberan de los derechos del arancel y de la Ley #854 los letreros lumínicos que se importen para ser usados en las calles y plazas públicas.,27/03/1947,Ley #1398,,Proyecto de Ley,
3332,Pendiente,4507-4539,4519,"Proyecto de ley mediante el cual se transfiere la suma de $87,034.65 a favor de los Capítulos VII y X de la Ley de Gastos Públicos para el presente año de 1947.",08/04/1947,Ley #1396,,Proyecto de Ley,
3333,Pendiente,4507-4539,4520,"Proyecto de ley mediante el cual se transfiere la suma de $15,187.95 a favor de los Capítulos IV, VIII y IX de la Ley de Gastos Públicos para el presente año de 1947.",08/04/1947,Ley #1397,,Proyecto de Ley,
3334,Pendiente,4507-4539,4521,"Proyecto de ley por medio del cual se aprueba la resolución dictada por el ayuntamiento de la común de Neiba que designa con los nombres de “Ramfis” y “Julia Molina viuda Trujillo,” las calles “11 de Febrero” y “Juan Isidro Jiménez” respectivamente de aquella población.",09/04/1947,-,,Proyecto de Ley,
3335,Pendiente,4507-4539,4522,"Proyecto de ley por virtud del cual se designa una pensión del Estado de cincuenta pesos mensuales a  Francia Nidia Deligne, en su condición de hija de Gastón Fernando Deligne, ya fallecido.",14/04/1947,Ley #1401,,Proyecto de Ley,
3336,Pendiente,4507-4539,4523,"Proyecto de ley por cuyo medio se aprueba la resolución del ayuntamiento a la común de Puerto Plata que designa con el nombre de “Angelita” el parque construido frente al Hospital “Ricardo Limardo”, de esa ciudad. ",09/04/1947,-,,Proyecto de Ley,
3337,Pendiente,4507-4539,4524,"Proyecto de ley por cuyo medio se crea adscrita a la Universidad de Santo Domingo un Instituto de Investigaciones Antropológicas, Arqueológicos y Etnológicas en la República Dominicana.",16/04/1947,Ley #1400,,Proyecto de Ley,
3338,Pendiente,4507-4539,4525,"Resolución aprobada del contrato suscrito en fecha 7 de abril de 1947, entre el Estado dominicano y la Grenada Company.",16/04/1947,Resolución #1402,,Resolución,
3339,Pendiente,4507-4539,4526,Proyecto de ley que crea la Secretaría de Estado de Previsión Social.,17/04/1947,Ley #1399,,Proyecto de Ley,
3340,Pendiente,4507-4539,4527,"Proyecto de ley por cuyo medio se modifica el artículo 51 de la Ley Electoral y se deroga al párrafo final del artículo 83 de la misma ley que le fue agregado por la Ley #399, del 12 de mayo de 1926.",19/04/1947,Ley #1403,,Proyecto de Ley,
3341,Pendiente,4507-4539,4528,"Proyecto de ley por cuyo medio se asigna una pensión del Estado de cincuenta pesos mensuales a Margarita Billini viuda  Thomas, hija del expresidentes de la República, Francisco Gregorio Billini, ya fallecido.",21/04/1947,Ley #1407,,Proyecto de Ley,
3342,Pendiente,4507-4539,4529,"Proyecto de ley por cuyo medio se aprueba la resolución dictada por el Consejo Administrativo del Distrito de Santo Domingo, que designa con el nombre de “Presidente Ríos” la avenida en construcción actualmente en esta Ciudad Trujillo, conocida por “Miraflores”.",23/04/1947,Ley #1411,,Proyecto de Ley,
3343,Pendiente,4507-4539,4530,"Proyecto de ley por cuyo medio se transfiere la suma de $20,276.23 dentro de los Capítulos III, IV, VI y X de la Ley de Gastos Públicos para el presente año de 1947.",22/04/1947,Ley #1408,,Proyecto de Ley,
3344,Pendiente,4507-4539,4531,Proyecto de ley modificativo del artículo 19 de la Ley de Registro de Tierras.,22/04/1947,Ley #1409,,Proyecto de Ley,
3345,Pendiente,4507-4539,4532,"Proyecto de ley sobre bonos para fomento de hoteles al 5% por un valor total de $850,000.00.",22/04/1947,Ley #1404,,Proyecto de Ley,
3346,Pendiente,4507-4539,4533,"Proyecto de ley mediante el cual se declara de utilidad pública la adquisición por el Estado, de los terrenos situados en el paraje El Puerto de la común de Jarabacoa para que sea destinados a Parque Nacional. ",23/04/1947,Ley #1410,,Proyecto de Ley,
3347,Pendiente,4507-4539,4534,"Proyecto de ley por cuyo medio se sustituye la Ley #916, del 31 de mayo de 1935, sobre funciones cinematográficas para niños menores de catorce años, a partir del 1ro de julio próximo.",24/04/1947,Ley #1405,,Proyecto de Ley,
3348,Pendiente,4507-4539,4535,Proyecto de ley por medio del cual se prescribe que los niños menores de catorce años puedan ser tomados bajo guarda o provistos de apellidos distintos al que legalmente les corresponden o sacados del país únicamente con la autorización escrita del Secretario de Estado de Previsión Social.  ,24/04/1947,Ley #1406,,Proyecto de Ley,
3349,Pendiente,4507-4539,4536,"Resolución que aprueba todos los actos realizados por el Poder Ejecutivo durante el año 1946, por ser ajustados a la Constitución y las leyes, y el estado de recaudación e inversión de las rentas.",22/04/1947,Resolución #1416,,Proyecto de Ley,
3350,Pendiente,4507-4539,4537,"Resolución aprobada del instrumento de enmienda de la constitución de la Organización Internacional del Trabajo y el Convenio de Revisión Parcial del artículos finales de los convenios adoptivos por la Conferencia Internacional del Trabajo, el día 9 de octubre de 1946.",03/05/1947,Resolución #1420,,Resolución,
3351,Pendiente,4507-4539,4538,"Proyecto de ley por cuyo medio se transfiere la suma de $80,419.60 dentro de los Capítulos IV, V, VI, VIII y XIII de la Ley de Gastos Públicos para el año de 1947.",06/05/1947,Ley #1415,,Proyecto de Ley,
3352,Pendiente,4507-4539,4539,"Resolución aprobada del contrato de venta intervenido entre el Estado dominicano y H. Bienvenido Gómez, por medio del cual el primero vende al segundo en el precio de $150,000.00, los inmuebles de su propiedad integrantes de la Hacienda “Palmarejo”.",06/05/1947,Resolución #1414,,Resolución,
3353,Pendiente,4540-4566,4540,"Proyecto de ley por virtud del cual se especializa la suma de $150,000.00, constituida por el precio de la venta de la Hacienda “Palmarejo” al Sr. H. Bienvenido Gómez, para la compra de terrenos para fines agrícolas con la aprobación del Poder Ejecutivo. ",06/05/1947,Ley #1413,,Proyecto de Ley,
3354,Pendiente,4540-4566,4541,"Proyecto de ley por virtud del cual se modifica el artículo 1 de la Ley #90, del 3 de octubre de 1942, sobre depósito de finanzas de las empresas de servicios públicos que había sido reformada por la Ley #838, del 28 de febrero de 1945. ",08/05/1947,Ley #1419,,Proyecto de Ley,
3355,Pendiente,4540-4566,4542,"Proyecto de ley mediante el cual se dispone que cuando el Estado construya a sus expensas obras de drenaje o de relleno con el fin de desaguar o sanear tierras cenagosas o de evitar que estas se inunden, dichas obras sean pagadas proporcionalmente por todos los propietarios de tierras beneficiadas en tales obras, bien sea en efectivo o en tierras. ",08/05/1947,Ley #1418,,Proyecto de Ley,
3356,Pendiente,4540-4566,4543,Proyecto de ley por cuyo medio se introducen modificaciones diversas al Capítulo II de la Ley de Carreteras y Tránsito por las Mismas, y se agrega a un acápite o aparte al artículo 7 de la misma ley y se dictan dos disposiciones transitorias sobre la materia de los vehículos de motor. ,01/05/1947,Ley #1453,,Proyecto de Ley
3357,Pendiente,4540-4566,4544,Proyecto de ley mediante el cual se dispone que a contar del día primero de julio próximo quedan suprimidos todos los impuestos o derechos fiscales establecidos hasta ahora por diversas leyes sobre el tránsito de vehículos por los puentes del Estado y por la cumbre de la carretera Luperón.,03/05/1947,Ley #1427,,Proyecto de Ley,
